,Unnamed: 0.1,survey,filename,order_in_survey,trustworthy,lively,natural,boring,empathetic,respectful,cold,engaging,following,file_order,Flesch_reading,num_word,Gender,Intensity,Pitch,Rate,bin_trustworthy,bin_lively,bin_natural,bin_boring,bin_empathetic,bin_respectful,bin_cold,bin_engaging,bin_following,norm_trustworthy,norm_lively,norm_natural,norm_boring,norm_empathetic,norm_respectful,norm_cold,norm_engaging,norm_following,Unnamed: 0,Duration,mean_pitch,mean_intensity,speaking_rate,number,text
120,125,5,9_M_intensity_medium_pitch_low_rate_medium.wav,18,4.2,3.8,4.2,2.8,3.8,4.2,3.4,4.2,4.2,9,109.04,13,M,medium,low,medium,1,1,1,0,1,1,0,1,1,0.505953621,0.2561461477547521,0.8138388326635365,2.8,0.082041612,0.505953621,0.1407673848816328,0.7091264211818823,0.651466435,62,2.5839002267573696,87.35767804472056,59.57051726433709,301.86924089512945,9,9
121,126,5,10_F_intensity_x-soft_pitch_high_rate_fast.wav,19,4.0,4.4,3.8,2.0,4.0,4.2,3.2,4.2,4.0,10,50.5,4,F,x-soft,high,fast,1,1,1,0,1,1,0,1,1,0.3259536210968329,0.9530384300651916,0.1459536210968329,2.0,0.3259536210968329,0.6106660325784872,-0.184745429,0.6683260185835375,0.4306660325784872,782,1.225532879818594,190.625269,62.08773116378208,195.83317914369243,10,10
122,127,5,10_M_intensity_medium_pitch_medium_rate_medium.wav,20,4.0,4.2,4.4,2.0,3.6,4.4,3.6,4.4,4.0,10,50.5,4,M,medium,medium,medium,1,1,1,0,1,1,1,1,1,0.2329733476697027,0.6800581566380616,1.005570970718061,2.0,0.0184861617497018,0.8023981706330112,0.2160549733999785,0.9647705681197156,0.5408585592364064,189,1.3300226757369615,127.38567376814478,67.02786364447013,180.4480512837999,10,10
123,128,5,7_M_intensity_x-soft_pitch_medium_rate_fast.wav,21,4.0,3.4,2.8,3.0,3.4,3.8,3.0,3.4,3.6,7,104.64,9,M,x-soft,medium,fast,1,0,0,0,0,1,0,0,1,0.6047705681197157,-0.190582103,-0.794494112,3.0,-0.161513838,0.4655709707180606,-0.294876762,-0.161513838,0.123198573231356,550,1.4867573696145124,101.26726861804786,63.01465846609708,363.20653997498704,7,7
124,129,5,8_F_intensity_medium_pitch_high_rate_medium.wav,22,4.0,3.8,3.8,2.6,3.8,3.6,3.6,3.8,3.8,8,87.72,9,F,medium,high,medium,1,1,1,0,1,1,1,1,1,0.4423981706330112,0.3200581566380616,0.2153457451564072,2.6,0.169417897205881,0.094130309,0.2973031087725847,0.3200581566380616,0.3200581566380616,333,2.636145124716553,209.22619720919764,64.38968310759799,204.84456448810369,8,8
125,130,5,8_M_intensity_x-loud_pitch_low_rate_fast.wav,23,3.8,4.2,2.6,2.8,3.4,4.2,3.2,3.2,3.8,8,87.72,9,M,x-loud,low,fast,1,1,0,0,0,1,0,0,1,0.157685759151357,0.8255709707180605,-0.689720506,2.8,-0.1497817,0.7847705681197158,-0.318049562,-0.44622625,0.3608585592364063,704,2.061451247165533,130.06185631516092,63.93678152622072,261.95138048619515,8,8
126,131,5,9_F_intensity_medium_pitch_high_rate_medium.wav,24,4.2,4.4,4.0,2.2,4.2,4.8,3.4,4.4,4.4,9,109.04,13,F,medium,high,medium,1,1,1,0,1,1,0,1,1,0.3435812236101283,0.7906660325784872,0.3259536210968329,2.2,0.6683260185835375,1.3130384300651918,-0.167117827,0.7906660325784872,0.8483260185835375,619,2.845124716553288,198.66338658905403,62.70038529165411,274.1531840280545,9,9
127,132,5,9_M_intensity_medium_pitch_medium_rate_medium.wav,25,3.2,2.8,3.0,2.8,3.2,3.6,3.2,3.4,2.8,9,109.04,13,M,medium,medium,medium,0,0,0,0,0,1,0,0,0,-0.596866509,-0.567380492,-0.270935943,2.8,-0.1266089,0.1349307112858801,-0.248180895,0.1698356494254535,-0.538788771,63,2.7667573696145125,98.67595304844556,61.93010131597416,281.91846837248187,9,9
128,133,5,10_F_intensity_x-soft_pitch_medium_rate_medium.wav,26,3.6,3.8,2.8,3.2,3.2,3.4,3.6,3.4,3.4,10,50.5,4,F,x-soft,medium,medium,1,1,0,0,0,0,1,0,0,0.0302182998042258,0.5181035113709294,-0.550520909,3.2,-0.288981298,-0.1497817,0.1466628493404041,0.0533911,0.1989039139692743,779,1.5128798185941044,155.11036296011326,61.58642600627035,158.6378488563806,10,10
129,134,5,10_M_intensity_x-loud_pitch_low_rate_medium.wav,27,3.8,3.8,3.0,3.0,3.2,4.0,3.6,3.8,3.4,10,50.5,4,M,x-loud,low,medium,1,1,0,0,0,1,1,1,0,0.2102182998042258,0.5181035113709294,-0.317988368,3.0,-0.3297817,0.4949307112858802,0.2451232379437992,0.5589039139692743,-0.068180895,183,1.251655328798186,169.11997523306223,68.44721275,191.74607775644049,10,10
130,135,6,1_F_intensity_medium_pitch_high_rate_medium.wav,1,3.6,3.6,4.0,3.2,3.4,3.4,3.6,3.6,3.4,1,55.91,7,F,medium,high,medium,1,1,1,0,0,0,1,1,0,0.1551489316420408,0.2388288434349951,0.7415521340762828,3.2,-0.001665041,-0.085344953,0.1438139501999671,0.4175236484629774,0.062377657,674,2.5839002267573696,190.3111487078819,68.84763707044709,162.54497586660816,1,1
131,136,6,1_M_intensity_x-loud_pitch_high_rate_medium.wav,2,4.0,4.2,3.6,2.2,3.8,4.2,2.8,4.0,3.6,1,55.91,7,M,x-loud,high,medium,1,1,1,0,1,1,0,1,1,0.593829524,0.8870311251486221,0.1438139501999671,2.2,0.2892929412723063,0.7393085150038401,-0.680839517,0.593829524,0.1438139501999671,146,2.401043083900227,128.21323675326542,72.74793896711975,174.92397484086658,1,1
132,137,6,2_F_intensity_x-soft_pitch_low_rate_medium.wav,3,3.0,3.0,3.6,3.6,3.4,3.0,3.6,3.4,3.0,2,64.37,7,F,x-soft,low,medium,0,0,1,1,0,0,1,0,0,-0.535360526,-0.451680615,0.386551454,3.6,-0.001665041,-0.504388332,0.1438139501999671,0.2720446573906382,-0.292623023,754,2.348798185941043,122.08724032214356,60.915996587134266,229.90480971597384,2,2
133,138,6,2_M_intensity_medium_pitch_high_rate_slow.wav,4,3.2,3.6,3.4,3.2,2.8,2.8,4.0,3.6,3.4,2,64.37,7,M,medium,high,slow,0,1,0,0,0,0,1,1,0,-0.230823944,0.2718993469036221,0.062377657,3.2,-0.585824624,-0.616796819,0.5297868255796734,0.4505941519316045,0.1573925507144835,269,3.1063492063492064,126.10231245550872,66.63464508263695,173.83750638732752,2,2
134,139,6,3_F_intensity_x-loud_pitch_medium_rate_fast.wav,5,3.6,3.6,3.6,3.2,3.0,3.0,3.8,3.8,3.0,3,87.72,9,F,x-loud,medium,fast,1,1,1,0,0,0,1,1,0,0.3978864350218506,0.481566347,0.4505941519316045,3.2,-0.292623023,-0.376302935,0.2892929412723063,0.6910880362389716,-0.292623023,114,2.4271655328798185,151.74377867073508,66.63419315325525,222.4817354584353,3,3
135,140,6,3_M_intensity_x-soft_pitch_low_rate_slow.wav,6,3.4,3.4,3.8,3.4,2.6,3.4,4.0,2.8,3.8,3,87.72,9,M,x-soft,low,slow,0,0,1,0,0,0,1,0,1,0.062377657,0.1460575692724098,0.6270453378871441,3.4,-0.921333402,0.062377657,0.5297868255796734,-0.502144712,0.6910880362389716,514,3.6810430839002266,89.95950293268969,57.48804519383379,146.69754949671665,3,3
136,141,6,4_F_intensity_medium_pitch_high_rate_slow.wav,7,3.6,3.8,3.8,3.6,3.0,4.0,3.2,3.4,3.4,4,84.68,12,F,medium,high,slow,1,1,1,1,0,1,0,0,0,0.1241767367588403,0.5433654260941898,0.6270453378871441,3.6,-0.292623023,0.8365670273113107,-0.389881535,0.1573925507144835,0.2410724625074378,386,3.550430839002268,195.5005377058771,67.53371527176395,202.79228990764747,4,4
137,142,6,4_M_intensity_x-soft_pitch_medium_rate_fast.wav,8,2.6,2.6,3.0,3.8,2.6,3.0,3.8,3.0,2.6,4,84.68,12,M,x-soft,medium,fast,0,0,0,1,0,0,1,0,0,-0.826318509,-0.742638597,-0.208943111,3.8,-0.742638597,-0.292623023,0.3729728530652606,-0.292623023,-0.742638597,419,2.035328798185941,99.89034187447209,65.31998787250642,353.7511976648321,4,4
138,143,6,5_F_intensity_x-soft_pitch_low_rate_medium.wav,9,3.0,3.4,3.4,3.6,3.4,3.6,4.2,3.4,3.4,5,84.68,12,F,x-soft,low,medium,0,0,0,1,0,1,1,0,0,-0.535360526,-0.032637236,0.2410724625074378,3.6,-0.001665041,0.3028715417868226,0.8229884267967945,0.1573925507144835,0.2410724625074378,580,2.975736961451247,121.56737005548749,58.58177332413456,241.95686961822756,5,5
139,144,6,5_M_intensity_x-loud_pitch_medium_rate_fast.wav,10,2.8,3.2,3.2,3.2,2.2,3.0,3.6,3.6,2.8,5,84.68,12,M,x-loud,medium,fast,0,0,0,0,0,0,1,1,0,-0.502144712,0.000578578,0.0315507730832711,3.2,-1.276334082,-0.292623023,0.1747861450831676,0.4505941519316045,-0.533116907,228,2.244308390022676,98.06275029,65.14633098882106,320.8115262594216,5,5
140,145,6,6_F_intensity_medium_pitch_medium_rate_medium.wav,11,3.2,3.2,3.8,3.2,3.4,3.0,3.2,3.0,3.0,6,31.55,6,F,medium,medium,medium,0,0,1,0,0,0,0,0,0,-0.230823944,-0.147144032,0.6270453378871441,3.2,0.062377657,-0.440345633,-0.389881535,-0.261650828,-0.292623023,469,2.3226757369614512,159.54403140426302,67.57524719972085,154.99365420287026,6,6
141,147,6,7_F_intensity_x-soft_pitch_high_rate_slow.wav,13,3.4,3.6,3.2,3.4,3.8,3.6,3.2,3.4,3.0,7,104.64,9,F,x-soft,high,slow,0,1,0,0,1,1,0,0,0,-0.180359846,0.1438139501999671,-0.06346412,3.4,0.3533356396241338,0.2388288434349951,-0.325838837,0.1460575692724098,-0.356665721,16,2.505532879818594,193.35989889610016,61.780928925050816,215.52301482433435,7,7
142,148,6,7_M_intensity_x-soft_pitch_medium_rate_fast.wav,14,2.4,2.4,3.0,3.4,2.4,2.4,3.2,2.8,3.6,7,104.64,9,M,x-soft,medium,fast,0,0,0,0,0,0,0,0,1,-1.035840198,-0.952160286,-0.208943111,3.4,-0.952160286,-1.035840198,-0.484896429,-0.502144712,0.481566347,550,1.4867573696145124,101.26726861804786,63.01465846609708,363.20653997498704,7,7
143,149,6,8_F_intensity_medium_pitch_low_rate_medium.wav,15,3.2,3.4,3.4,3.2,3.2,3.0,3.8,3.0,3.0,8,87.72,9,F,medium,low,medium,0,0,0,0,0,0,1,0,0,-0.230823944,0.126420355831283,0.2101002676242373,3.2,-0.147144032,-0.376302935,0.2892929412723063,-0.323595218,-0.40727513,340,2.5839002267573696,131.36901561598336,62.660768502097774,208.98639754278196,8,8
144,150,6,8_M_intensity_x-loud_pitch_low_rate_medium.wav,16,3.4,4.2,4.0,3.2,3.6,3.8,2.4,3.4,4.2,8,87.72,9,M,x-loud,low,medium,0,1,1,0,1,1,0,0,1,-0.085344953,0.8983661065906956,0.8365670273113107,3.2,0.2078566485517946,0.2696557278311794,-1.214535003,0.093349852,1.077060911618678,708,2.4271655328798185,131.75138971524973,64.39833413795223,222.4817354584353,8,8
145,151,6,9_F_intensity_medium_pitch_medium_rate_fast.wav,17,3.0,3.0,3.0,3.4,3.0,3.0,3.4,3.4,2.6,9,109.04,13,F,medium,medium,fast,0,0,0,0,0,0,0,0,0,-0.376302935,-0.292623023,-0.208943111,3.4,-0.292623023,-0.376302935,-0.244402544,0.1573925507144835,-0.826318509,627,2.2704308390022674,160.34591591624005,61.846521430917214,343.54713061542463,9,9
146,152,6,9_M_intensity_x-loud_pitch_high_rate_slow.wav,18,3.6,3.6,3.2,3.2,2.8,3.6,2.8,3.4,3.8,9,109.04,13,M,x-loud,high,slow,1,1,0,0,0,1,0,0,1,0.2191916299938683,0.3028715417868226,-0.147144032,3.2,-0.680839517,0.3028715417868226,-0.923577021,0.1573925507144835,0.6601158413557711,58,3.419818594104308,121.70394925000365,65.91628512879883,228.0822735289827,9,9
147,153,6,10_F_intensity_x-soft_pitch_medium_rate_fast.wav,19,2.6,3.0,3.6,3.8,2.8,2.8,3.2,3.2,3.6,10,50.5,4,F,x-soft,medium,fast,0,0,1,1,0,0,0,0,1,-0.826318509,-0.323595218,0.4505941519316045,3.8,-0.533116907,-0.616796819,-0.484896429,-0.083101334,0.481566347,786,1.1732879818594104,154.2465560958905,62.23100741907248,204.5533609060338,10,10
148,154,6,10_M_intensity_x-loud_pitch_medium_rate_fast.wav,20,2.8,3.2,3.0,2.6,3.2,4.0,3.2,3.0,3.0,10,50.5,4,M,x-loud,medium,fast,0,0,0,0,0,1,0,0,0,-0.616796819,-0.052129139,-0.34533074,2.6,-0.147144032,0.8365670273113107,-0.147144032,-0.376302935,-0.292623023,178,1.0165532879818595,132.1616139883656,70.31523786282848,236.0919027436984,10,10
149,155,6,10_M_intensity_x-loud_pitch_high_rate_medium.wav,21,4.4,4.6,4.2,2.8,3.6,4.0,2.8,4.4,4.8,10,50.5,4,M,x-loud,high,medium,1,1,1,0,1,1,0,1,1,0.9798023993112072,1.3370466988801557,0.8870311251486221,2.8,0.1438139501999671,0.593829524,-0.680839517,1.127525009455989,1.5775405831875229,181,1.3300226757369615,145.52302983650404,70.49268633,180.4480512837999,10,10
150,156,6,10_F_intensity_medium_pitch_low_rate_slow.wav,22,3.0,3.4,2.8,4.2,3.0,3.0,4.2,3.0,3.2,10,50.5,4,F,medium,low,slow,0,0,0,1,0,0,1,0,0,-0.292623023,0.2720446573906382,-0.502144712,4.2,-0.292623023,-0.261650828,0.8229884267967945,-0.208943111,-0.052129139,783,1.878594104,125.9587305332242,63.93449741745391,127.7551118943582,10,10
151,157,6,9_M_intensity_medium_pitch_low_rate_fast.wav,23,3.2,3.4,3.0,3.6,2.8,3.2,3.2,3.2,3.6,9,109.04,13,M,medium,low,fast,0,0,0,1,0,0,0,0,1,-0.083101334,0.2410724625074378,-0.208943111,3.6,-0.616796819,-0.052129139,-0.453924234,-0.052129139,0.4505941519316045,56,2.1136961451247167,86.81966714503444,59.111157,369.02182075653866,9,9
152,158,6,9_F_intensity_medium_pitch_medium_rate_slow.wav,24,3.6,3.6,4.0,3.0,3.4,4.4,2.8,3.6,4.0,9,109.04,13,F,medium,medium,slow,1,1,1,0,0,1,0,1,1,0.060134038,0.2718993469036221,0.8365670273113107,3.0,-0.001665041,1.127525009455989,-0.680839517,0.3028715417868226,0.8055948324281103,621,3.4459410430839004,159.71319738145544,62.873065030284856,226.35326322993305,9,9
153,159,6,8_M_intensity_medium_pitch_high_rate_fast.wav,25,3.0,3.0,3.4,3.8,3.0,3.4,3.4,3.2,3.2,8,87.72,9,M,medium,high,fast,0,0,0,1,0,0,0,0,0,-0.376302935,-0.292623023,0.2410724625074378,3.8,-0.292623023,0.1573925507144835,-0.244402544,-0.083101334,-0.052129139,707,2.165941043,124.93988691412176,62.773413821755526,249.31426537406568,8,8
154,160,6,8_F_intensity_x-loud_pitch_medium_rate_fast.wav,26,4.2,4.2,4.0,2.8,3.2,3.6,3.2,4.2,3.8,8,87.72,9,F,x-loud,medium,fast,1,1,1,0,0,1,0,1,1,0.8343234082388682,0.9180033200318224,0.7415521340762828,2.8,-0.389881535,0.060134038,-0.147144032,0.98204601838365,0.4173783379759613,339,2.165941043,164.19285927654968,67.19921054188146,249.31426537406568,8,8
155,161,6,7_M_intensity_x-loud_pitch_medium_rate_slow.wav,27,3.0,3.4,4.0,3.2,3.2,3.8,3.0,3.2,3.2,7,104.64,9,M,x-loud,medium,slow,0,0,1,0,0,1,0,0,0,-0.535360526,0.0293071540108284,0.7725243289594833,3.2,-0.147144032,0.4483505328591618,-0.535360526,-0.116171837,-0.147144032,535,2.348798185941043,101.64802924730924,69.68416664,229.90480971597384,7,7
156,162,7,1_F_intensity_x-soft_pitch_low_rate_fast.wav,1,4.2,3.6,3.4,1.6,2.8,3.4,2.6,3.6,4.4,1,55.91,7,F,x-soft,low,fast,1,1,0,0,0,0,0,1,1,0.9473409352010066,0.2056118618307092,0.2173779105840695,1.6,-0.492614423,0.1476265238472779,-0.875339829,0.2563559251980455,1.1599555538812727,675,1.9830839002267573,125.76378793276912,63.59010390025114,211.79134173394016,1,1
157,163,7,1_M_intensity_x-soft_pitch_low_rate_medium.wav,2,3.2,3.8,3.6,2.2,3.4,3.6,3.0,3.4,4.0,1,55.91,7,M,x-soft,low,medium,0,1,1,0,0,1,0,0,1,-0.112206342,0.433707987699255,0.3130228953413835,2.2,0.00608166,0.3225814957536616,-0.419147578,-0.007002757,0.6934859148381316,144,2.244308390022676,87.53373941093437,63.90224661479214,187.1400569846626,1,1
158,164,7,2_F_intensity_x-soft_pitch_low_rate_slow.wav,3,4.2,3.6,3.0,2.0,2.8,3.6,3.0,3.8,4.2,2,64.37,7,F,x-soft,low,slow,1,1,0,0,0,1,0,1,1,0.9061005335183978,0.246852264,-0.207851327,2.0,-0.483110761,0.3190007408449353,-0.434629085,0.5161338523369221,0.8589372250597875,747,3.0541043083900226,122.46338927218656,60.42201509468656,176.81124987006817,2,2
159,165,7,2_M_intensity_medium_pitch_low_rate_medium.wav,4,4.0,3.4,2.4,2.4,3.4,3.6,2.8,3.0,3.6,2,64.37,7,M,medium,low,medium,1,0,0,0,0,1,0,0,1,0.7029895765228592,0.002500905,-0.996743709,2.4,0.084926769,0.2813410940710528,-0.688484105,-0.371984269,0.2622788319740471,264,2.2704308390022674,92.65652896206362,65.50773311022412,237.840321195294,2,2
160,166,7,3_F_intensity_x-soft_pitch_medium_rate_fast.wav,5,4.2,3.2,3.6,2.0,2.8,3.4,2.8,3.2,4.0,3,87.72,9,F,x-soft,medium,fast,1,0,1,0,0,0,0,0,1,0.9473409352010066,-0.118129249,0.3637669587087198,2.0,-0.533854824,0.1063861221646691,-0.647243703,-0.118129249,0.7442299782054679,100,2.4271655328798185,151.04710636530498,58.49266234059526,222.4817354584353,3,3
161,167,7,3_M_intensity_x-loud_pitch_low_rate_slow.wav,6,3.8,3.2,3.0,2.0,2.8,3.6,3.2,3.2,4.0,3,87.72,9,M,x-loud,low,slow,1,0,0,0,0,1,0,0,1,0.490374958,-0.210113714,-0.264573236,2.0,-0.473607099,0.2305970307037164,-0.225595221,-0.112206342,0.6463226063795213,503,3.6810430839002266,90.11820053,65.54522205198072,146.69754949671665,3,3
162,168,7,4_F_intensity_medium_pitch_medium_rate_fast.wav,7,4.0,3.4,3.2,2.0,3.0,3.8,2.8,3.4,4.2,4,84.68,12,F,medium,medium,fast,1,0,0,0,0,1,0,0,1,0.6934859148381316,0.0342376448330516,0.004763292,2.0,-0.311736544,0.5316153595252017,-0.647243703,0.09448537,0.9473409352010066,373,2.244308390022676,157.36776495810113,68.31509344219859,320.8115262594216,4,4
163,169,7,4_M_intensity_x-loud_pitch_high_rate_fast.wav,8,3.6,3.2,2.4,1.6,2.8,3.8,3.2,3.4,4.0,4,84.68,12,M,x-loud,high,fast,1,0,0,0,0,1,0,0,1,0.3380080642143906,-0.15936965,-0.898836337,1.6,-0.524351163,0.5411190212099293,-0.231518128,0.0532449682025069,0.7949740415728044,412,2.165941043,124.7088253833101,72.75651010303913,332.4190204987542,4,4
164,170,7,5_F_intensity_x-soft_pitch_high_rate_fast.wav,9,4.2,4.0,3.4,2.0,3.2,4.2,3.2,3.4,4.0,5,84.68,12,F,x-soft,high,fast,1,1,0,0,0,1,0,0,1,0.9061005335183978,0.6720815008738505,0.2078742488993419,2.0,-0.118129249,0.8965968718336701,-0.231518128,0.0532449682025069,0.7949740415728044,579,2.5316553287981858,190.79809122498824,59.237330434237215,284.3989036776956,5,5
165,171,7,5_M_intensity_x-loud_pitch_low_rate_slow.wav,10,3.6,3.4,3.2,1.8,3.0,4.0,3.6,3.8,3.8,5,84.68,12,M,x-loud,low,slow,1,0,0,0,0,1,1,1,1,0.2872640008470543,0.0120045665198982,-0.061462279,1.8,-0.362480607,0.7029895765228592,0.2467973247857675,0.4689705438783118,0.4432116493839826,223,3.811655328798186,90.40994201779128,67.07534676,188.8943091365545,5,5
166,172,7,6_F_intensity_x-soft_pitch_high_rate_slow.wav,11,3.6,3.8,3.4,2.2,3.0,4.0,2.8,3.6,3.8,6,31.55,6,F,x-soft,high,slow,1,1,0,0,0,1,0,1,1,0.328504402529663,0.4182264805109755,0.1761375089014608,2.2,-0.371984269,0.6934859148381316,-0.647243703,0.2658595868827732,0.490374958,472,2.845124716553288,198.4495640110024,63.11760448000604,126.5322388,6,6
167,174,7,7_F_intensity_x-soft_pitch_high_rate_medium.wav,13,3.8,3.8,3.2,1.8,3.6,4.4,2.6,3.2,4.4,7,104.64,9,F,x-soft,high,medium,1,1,0,0,1,1,0,0,1,0.4808712961578653,0.4087228188262479,-0.061462279,1.8,0.2563559251980455,1.1092114905139363,-0.973247201,-0.168873312,1.118715152198664,26,2.061451247165533,193.92025858633644,62.01962357768448,261.95138048619515,7,7
168,175,7,7_M_intensity_x-loud_pitch_low_rate_fast.wav,14,3.4,3.2,3.0,2.4,3.4,4.0,2.8,3.4,3.6,7,104.64,9,M,x-loud,low,fast,0,0,0,0,0,1,0,0,1,0.1253934455341244,-0.210113714,-0.245510974,2.4,0.1099119383458448,0.7029895765228592,-0.590576733,0.1004082766611171,0.3792484658969994,540,1.4083900226757369,84.92791340641291,68.69044324360581,383.4165190790533,7,7
169,176,7,8_F_intensity_medium_pitch_low_rate_slow.wav,15,3.8,4.0,3.4,2.2,3.0,3.8,3.4,3.6,4.2,8,87.72,9,F,medium,low,slow,1,1,0,0,0,1,0,1,1,0.5316153595252017,0.6213374375065142,0.1607109404407316,2.2,-0.330743867,0.5316153595252017,-0.012980602,0.3035192336566558,0.849433563,343,3.263083900226757,130.99240859340512,63.41347398395464,165.48762352156328,8,8
170,177,7,8_M_intensity_medium_pitch_medium_rate_fast.wav,16,4.0,3.0,3.0,1.6,2.8,3.8,3.0,3.4,3.8,8,87.72,9,M,medium,medium,fast,1,0,0,0,0,1,0,0,1,0.7029895765228592,-0.346225375,-0.274076897,1.6,-0.533854824,0.5316153595252017,-0.434629085,0.0532449682025069,0.5823594228925381,710,2.009206349206349,104.30166649209512,62.02553313165477,268.76283773107923,8,8
171,178,7,9_F_intensity_x-loud_pitch_low_rate_slow.wav,17,4.0,3.0,3.2,2.4,2.8,3.6,3.0,3.2,3.8,9,109.04,13,F,x-loud,low,slow,1,0,0,0,0,1,0,0,1,0.7029895765228592,-0.362480607,-0.045980771,2.4,-0.473607099,0.3637669587087198,-0.409643916,-0.143888143,0.4748934506543133,622,3.498185941043084,127.89600213694528,65.62757905682214,222.9727101834446,9,9
172,179,7,9_M_intensity_medium_pitch_medium_rate_fast.wav,18,3.8,3.2,2.6,2.0,3.0,4.2,3.4,3.4,4.2,9,109.04,13,M,medium,medium,fast,1,0,0,0,0,1,0,0,1,0.5823594228925381,-0.15936965,-0.670740211,2.0,-0.336721713,0.9568445968857342,-0.012980602,0.043741307,0.9061005335183978,60,2.1136961451247167,99.10892092693229,60.53922258138786,369.02182075653866,9,9
173,180,7,10_F_intensity_x-soft_pitch_high_rate_medium.wav,19,4.4,3.6,3.6,1.8,3.6,4.2,2.8,3.4,4.4,10,50.5,4,F,x-soft,high,medium,1,1,1,0,1,1,0,0,1,1.1092114905139363,0.2056118618307092,0.2813410940710528,1.8,0.3070999885653819,0.9473409352010066,-0.697987767,0.043741307,1.1092114905139363,784,1.539002267573696,191.1694235901004,61.57973148056247,155.94518933254753,10,10
174,181,7,10_M_intensity_medium_pitch_high_rate_fast.wav,20,3.8,3.6,3.0,2.0,3.4,3.8,3.2,3.4,4.2,10,50.5,4,M,medium,high,fast,1,1,0,0,0,1,0,0,1,0.5316153595252017,0.2975963268806544,-0.238814341,2.0,0.1039890315698433,0.5316153595252017,-0.190277726,0.09448537,0.9568445968857342,170,1.0687981859410431,148.81679530081732,67.20210604,224.55127933126823,10,10
175,182,7,10_M_intensity_x-loud_pitch_medium_rate_slow.wav,21,3.6,3.2,3.4,2.8,3.8,3.8,3.2,4.0,3.8,10,50.5,4,M,x-loud,medium,slow,1,0,0,0,1,1,0,1,1,0.2777603391623267,-0.200610052,0.1761375089014608,2.8,0.4748934506543133,0.4844520510665914,-0.225595221,0.6780044076498519,0.4844520510665914,180,1.6173696145124716,120.76487090892896,70.15932371854416,148.3890867285422,10,10
176,183,7,10_F_intensity_medium_pitch_low_rate_fast.wav,22,4.2,3.2,3.4,2.2,3.6,3.8,3.0,3.6,4.4,10,50.5,4,F,medium,low,fast,1,0,0,0,1,1,0,1,1,0.9473409352010066,-0.118129249,0.2173779105840695,2.2,0.2563559251980455,0.5728557612078105,-0.434629085,0.2563559251980455,1.1599555538812727,792,1.1994104308390023,124.15630191619972,64.89880949695961,200.09830982720155,10,10
177,184,7,9_M_intensity_medium_pitch_medium_rate_slow.wav,23,4.2,3.8,3.0,1.6,2.8,3.8,3.0,3.8,4.2,9,109.04,13,M,medium,medium,slow,1,1,0,0,0,1,0,1,1,0.9061005335183978,0.4087228188262479,-0.274076897,1.6,-0.533854824,0.5316153595252017,-0.434629085,0.4182264805109755,0.9568445968857342,64,3.315328798185941,98.87574986,62.19846501138306,235.2707823,9,9
178,185,7,9_F_intensity_medium_pitch_medium_rate_medium.wav,24,3.6,4.0,2.8,1.6,3.2,4.0,3.2,3.2,4.0,9,109.04,13,F,medium,medium,medium,1,1,0,0,0,1,0,0,1,0.240100692388444,0.6875080693345795,-0.524351163,1.6,-0.174851158,0.6875080693345795,-0.231518128,-0.15936965,0.6780044076498519,630,2.845124716553288,159.6117954014743,62.70700759595204,274.1531840280545,9,9
179,186,7,8_F_intensity_x-loud_pitch_high_rate_slow.wav,25,3.6,3.2,2.4,2.0,3.0,3.0,2.4,3.2,4.0,8,87.72,9,F,x-loud,high,slow,1,0,0,0,0,0,0,0,1,0.240100692388444,-0.257277022,-0.879774075,2.0,-0.368403514,-0.40366607,-1.015805971,-0.257277022,0.7442299782054679,324,3.2108390022675737,204.7470419515504,68.81344865555103,168.1803415302476,8,8
180,187,7,8_M_intensity_medium_pitch_high_rate_slow.wav,26,4.2,3.6,3.4,2.4,2.6,3.6,3.0,3.6,3.8,8,87.72,9,M,medium,high,slow,1,1,0,0,0,1,0,1,1,0.9156041952031256,0.2151155235154368,0.1761375089014608,2.4,-0.736965781,0.328504402529663,-0.485373148,0.2151155235154368,0.5411190212099293,711,3.2369614512471654,128.9012341,64.20788575,166.8231173380035,8,8
181,188,7,7_M_intensity_x-loud_pitch_medium_rate_medium.wav,27,4.2,3.8,3.4,2.0,3.4,4.2,3.0,3.8,3.8,7,104.64,9,M,x-loud,medium,medium,1,1,0,0,0,1,0,1,1,0.9061005335183978,0.4087228188262479,0.1158897838493967,2.0,0.0532449682025069,0.9061005335183978,-0.450110592,0.4182264805109755,0.433707987699255,531,1.9308390022675737,100.04261208159193,70.28752239850286,279.6711685261304,7,7
182,189,8,1_F_intensity_x-soft_pitch_medium_rate_fast.wav,1,3.8,4.2,3.4,2.2,3.0,4.2,3.2,4.4,3.8,1,55.91,7,F,x-soft,medium,fast,1,1,0,0,0,1,0,1,1,0.110933832274968,0.6840488287549746,-0.23687066,2.2,-0.484136407,0.6866399400180396,-0.349522966,0.8605421862433882,0.110933832274968,673,2.061451247165533,155.11399532288956,64.93944834,203.739962600374,1,1
183,190,8,1_M_intensity_x-loud_pitch_medium_rate_slow.wav,2,3.6,3.6,4.0,3.2,3.2,4.4,3.2,3.6,3.4,1,55.91,7,M,x-loud,medium,slow,1,1,1,0,0,1,0,1,0,-0.062968414,0.1199134154389601,0.2874271897633816,3.2,-0.268354244,0.8830520791949052,-0.285133156,0.1199134154389601,-0.259380553,147,2.949614512471656,104.9129818174311,72.43227917,142.39148818401264,1,1
