,Unnamed: 0.1,survey,filename,order_in_survey,trustworthy,lively,natural,boring,empathetic,respectful,cold,engaging,following,file_order,Flesch_reading,num_word,Gender,Intensity,Pitch,Rate,bin_trustworthy,bin_lively,bin_natural,bin_boring,bin_empathetic,bin_respectful,bin_cold,bin_engaging,bin_following,norm_trustworthy,norm_lively,norm_natural,norm_boring,norm_empathetic,norm_respectful,norm_cold,norm_engaging,norm_following,Unnamed: 0,Duration,mean_pitch,mean_intensity,speaking_rate,number,text
260,270,11,1_F_intensity_x-soft_pitch_low_rate_slow.wav,1,4.2,3.8,4.4,1.8,2.2,4.0,3.0,4.2,3.8,1,55.91,7,F,x-soft,low,slow,1,1,1,0,0,1,0,1,1,0.5107645538142507,0.2898380461940374,0.8813204987849831,1.8,-1.025926238,0.3333095432410415,-0.323811507,0.5540135062640681,0.1558545326678322,668,3.2108390022675737,124.70464062904352,63.26893471906115,130.8069323013037,1,1
261,271,11,1_M_intensity_x-soft_pitch_high_rate_fast.wav,2,3.8,4.0,3.4,2.4,3.4,3.8,3.0,3.8,3.8,1,55.91,7,M,x-soft,high,fast,1,1,0,0,0,1,0,1,1,0.1514980798531474,0.3741333758808379,-0.150526345,2.4,-0.044811113,0.1514980798531474,-0.319455054,0.1126055802180149,0.1241175958248308,135,1.9308390022675737,124.9668397,65.17255654,217.52201996476808,1,1
262,272,11,2_F_intensity_medium_pitch_low_rate_medium.wav,3,4.0,4.0,4.4,1.8,3.2,4.0,3.0,3.8,3.6,2,64.37,7,F,medium,low,medium,1,1,1,0,0,1,0,1,1,0.3174410748195407,0.3448215588478574,0.7939347958875315,1.8,-0.198692345,0.3059290592127249,-0.392015823,0.1673665482746481,-0.021600478,745,2.348798185941043,122.49456449631047,64.80310754557546,229.90480971597384,2,2
263,273,11,2_M_intensity_x-soft_pitch_high_rate_medium.wav,4,4.6,4.6,4.6,2.2,2.8,3.8,2.4,3.2,3.6,2,64.37,7,M,x-soft,high,medium,1,1,1,0,0,1,0,0,1,0.9204355430173023,0.9045670745958015,0.9089235274104864,2.2,-0.530028586,0.237502197947425,-0.957499377,-0.447139936,-0.048980962,250,2.505532879818594,126.5717871693147,63.22890276710414,215.52301482433435,2,2
264,274,11,3_F_intensity_x-loud_pitch_low_rate_slow.wav,5,4.4,3.8,4.2,2.0,3.0,4.4,3.8,3.6,3.4,3,87.72,9,F,x-loud,low,slow,1,1,1,0,0,1,1,1,0,0.7156000484157765,0.2216337295259244,0.6197927031221602,2.0,-0.256988775,0.7156000484157765,0.3259673762228219,-0.037468946,-0.226435973,96,3.7071655328798174,120.60680306400916,66.54070652685182,145.6638488922599,3,3
265,275,11,3_M_intensity_x-loud_pitch_medium_rate_slow.wav,6,4.4,4.0,4.2,1.8,3.0,4.6,2.8,3.4,3.4,3,87.72,9,M,x-loud,medium,slow,1,1,1,0,0,1,0,0,0,0.7314685168372772,0.3741333758808379,0.5515883864540472,1.8,-0.335323522,0.9089235274104864,-0.595469733,-0.226435973,-0.253816457,501,3.602675736961451,101.70990015363844,66.91073759739503,149.88859376376843,3,3
266,276,11,4_F_intensity_x-loud_pitch_low_rate_fast.wav,7,4.0,3.6,3.2,1.8,3.0,4.6,3.0,3.6,4.2,4,84.68,12,F,x-loud,low,fast,1,1,0,0,0,1,0,1,1,0.4250876393242763,0.2460284993507062,-0.12474999,1.8,-0.256988775,0.9598777908539248,-0.349810406,0.070177618,0.5948373389038645,380,2.218185941043084,126.91191913033504,70.76678109527464,324.5895606,4,4
267,277,11,4_M_intensity_x-soft_pitch_medium_rate_medium.wav,8,4.2,4.2,4.0,2.2,3.0,4.4,3.0,3.8,3.8,4,84.68,12,M,x-soft,medium,medium,1,1,1,0,0,1,0,1,1,0.6006113168928214,0.6006113168928214,0.4899790381845513,2.2,-0.198914889,0.6882195643874599,-0.41365827,0.101093564611199,0.1284740486395157,414,2.7145124716553286,99.80911106357388,64.83230779649689,265.2409990811127,4,4
268,278,11,5_F_intensity_medium_pitch_medium_rate_fast.wav,9,4.0,3.2,3.8,2.2,3.2,4.4,2.4,3.6,3.4,5,84.68,12,F,medium,medium,fast,1,0,1,0,0,1,0,1,0,0.4015138599091545,-0.150748889,0.3465303472553346,2.2,-0.120357597,0.7314685168372772,-0.848471228,-0.008157129,-0.18561214,583,2.4794104308390024,152.48497543205923,63.54415210725797,290.39161529878726,5,5
269,279,11,5_M_intensity_medium_pitch_high_rate_slow.wav,10,4.4,4.0,4.2,1.6,2.4,4.4,2.8,4.0,3.4,5,84.68,12,M,medium,high,slow,1,1,1,0,0,1,0,1,0,0.7271120640225925,0.3971574070944698,0.5789688704823638,1.6,-0.803290942,0.6882195643874599,-0.450312254,0.3606900272693581,-0.214923957,212,3.7855328798185934,117.32209214925506,64.48501742301693,190.1977932455584,5,5
270,280,11,6_F_intensity_x-soft_pitch_low_rate_medium.wav,11,3.4,4.0,4.0,2.4,2.4,3.6,3.6,3.6,3.8,6,31.55,6,F,x-soft,low,medium,0,1,1,0,0,1,1,1,1,-0.179838162,0.3957758222912957,0.379907354,2.4,-0.735086625,-0.002383151,0.2561589301543481,0.0408658011448772,0.2068087961112706,467,2.244308390022676,128.42721404082994,62.11568851248986,160.4057631297108,6,6
271,282,11,7_F_intensity_x-soft_pitch_medium_rate_slow.wav,13,4.2,4.4,4.6,2.0,3.4,4.2,2.6,4.0,3.4,7,104.64,9,F,x-soft,medium,slow,1,1,1,0,0,1,0,1,0,0.5107645538142507,0.7722923494770738,0.961259376,2.0,0.004761565,0.5107645538142507,-0.706102012,0.3333095432410415,-0.269684925,18,2.505532879818594,154.87296024591535,61.67946239,215.52301482433435,7,7
272,283,11,7_M_intensity_medium_pitch_medium_rate_medium.wav,14,4.2,4.0,4.6,2.2,3.0,4.0,2.6,3.6,3.6,7,104.64,9,M,medium,medium,medium,1,1,1,0,0,1,0,1,1,0.5107645538142507,0.3289530904263567,0.9045670745958015,2.2,-0.335323522,0.3333095432410415,-0.723352065,-0.06484943,-0.037468946,520,1.9308390022675737,100.45200660833484,66.56519689,279.6711685261304,7,7
273,284,11,8_F_intensity_x-loud_pitch_high_rate_medium.wav,15,4.2,4.2,4.6,2.2,2.6,4.0,3.0,4.2,3.4,8,87.72,9,F,x-loud,high,medium,1,1,1,0,0,1,0,1,0,0.5107645538142507,0.6197927031221602,1.0179516767183958,2.2,-0.598455447,0.3842638066844798,-0.345453953,0.5540135062640681,-0.226435973,320,2.636145124716553,208.68271319974005,68.32038997,204.84456448810369,8,8
274,285,11,8_M_intensity_x-soft_pitch_high_rate_fast.wav,16,3.8,3.2,3.8,2.8,2.2,3.6,2.8,2.6,3.0,8,87.72,9,M,x-soft,high,fast,1,0,1,0,0,1,0,0,0,0.1241175958248308,-0.254003061,0.3216109234081371,2.8,-0.990876383,-0.080717899,-0.550289448,-0.944419172,-0.628951399,696,2.165941043,124.87694355893365,58.37308876908603,249.31426537406568,8,8
275,286,11,9_F_intensity_x-soft_pitch_medium_rate_fast.wav,17,3.8,3.4,4.2,2.6,3.4,4.4,2.8,4.0,3.8,9,109.04,13,F,x-soft,medium,fast,1,0,1,0,0,1,0,1,1,0.1284740486395157,-0.082322028,0.6866154349870992,2.6,0.00614315,0.7429805324440931,-0.444574216,0.3059290592127249,0.1284740486395157,615,2.2704308390022674,160.5044165,57.755201096459984,343.54713061542463,9,9
276,287,11,9_M_intensity_x-soft_pitch_medium_rate_fast.wav,18,4.2,4.4,4.6,2.2,2.2,3.8,3.2,3.4,3.4,9,109.04,13,M,x-soft,medium,fast,1,1,1,0,0,1,0,0,0,0.4948960853927501,0.7156000484157765,0.8930550589889859,2.2,-1.006744852,0.101093564611199,-0.142000043,-0.230792425,-0.269684925,44,2.1136961451247167,98.89447496,56.69458386065582,369.02182075653866,9,9
277,288,11,10_F_intensity_x-loud_pitch_medium_rate_fast.wav,19,4.2,3.6,3.8,2.0,2.0,3.8,2.8,4.0,3.8,10,50.5,4,F,x-loud,medium,fast,1,1,1,0,0,1,0,1,1,0.5674568548755479,0.1282515040423288,0.3215749830370388,2.0,-1.105865115,0.1966783653076287,-0.507004555,0.3606900272693581,0.171723001089333,775,1.1732879818594104,155.20528314700218,69.79977095829206,204.5533609060338,10,10
278,289,11,10_M_intensity_x-soft_pitch_high_rate_medium.wav,20,3.6,4.0,4.4,2.8,2.4,3.4,3.0,3.8,3.6,10,50.5,4,M,x-soft,high,medium,1,1,1,0,0,0,0,1,1,-0.053337415,0.3856453914876538,0.7679358966623889,2.8,-0.735086625,-0.191350177,-0.319455054,0.1399860642463316,-0.053337415,157,1.3300226757369615,147.80381423281085,63.197559077503286,180.4480512837999,10,10
279,290,11,10_M_intensity_x-soft_pitch_medium_rate_fast.wav,21,3.8,4.4,4.4,2.4,3.0,4.0,3.2,4.2,3.8,10,50.5,4,M,x-soft,medium,fast,1,1,1,0,0,1,0,1,1,0.1399860642463316,0.7156000484157765,0.7679358966623889,2.4,-0.381885393,0.3333095432410415,-0.075177312,0.5222765694210667,0.1126055802180149,165,1.0165532879818595,130.9400040592784,63.59389279479508,236.0919027436984,10,10
280,291,11,10_F_intensity_x-soft_pitch_medium_rate_slow.wav,22,4.2,4.0,4.6,2.4,2.2,4.2,3.2,4.2,4.0,10,50.5,4,F,x-soft,medium,slow,1,1,1,0,0,1,0,1,1,0.5107645538142507,0.3856453914876538,0.961259376,2.4,-0.979364368,0.5107645538142507,-0.208822775,0.5381450378425674,0.3606900272693581,767,1.852471655328798,154.3565365748394,61.24292837371302,129.55663818640292,10,10
281,292,11,9_M_intensity_x-soft_pitch_low_rate_medium.wav,23,4.2,4.0,3.8,1.8,3.8,4.4,3.2,3.6,3.8,9,109.04,13,M,x-soft,low,medium,1,1,1,0,1,1,0,1,1,0.5222765694210667,0.4015138599091545,0.1808098968861279,1.8,0.4552563871380151,0.7156000484157765,-0.08862066,-0.037468946,0.1399860642463316,52,2.5839002267573696,87.47026535524864,55.80308633505198,301.86924089512945,9,9
282,293,11,9_F_intensity_x-soft_pitch_medium_rate_slow.wav,24,4.6,4.6,4.2,1.2,1.8,4.0,3.0,3.6,4.0,9,109.04,13,F,x-soft,medium,slow,1,1,1,0,0,1,0,1,1,0.9204355430173023,0.94974736,0.5674568548755479,1.2,-1.338081094,0.3059290592127249,-0.458838555,-0.048980962,0.3491780116625422,617,3.4459410430839004,159.66091948898733,58.612876246158685,226.35326322993305,9,9
283,294,11,8_M_intensity_x-soft_pitch_high_rate_medium.wav,25,4.0,3.8,4.4,1.8,2.2,4.0,3.2,3.8,3.6,8,87.72,9,M,x-soft,high,medium,1,1,1,0,0,1,0,1,1,0.3333095432410415,0.249014213554241,0.8404966661451869,1.8,-0.928410104,0.4015138599091545,-0.063665296,0.1673665482746481,-0.021600478,692,2.688390022675737,127.6783211362518,59.152347753496464,200.8637122758481,8,8
284,295,11,8_F_intensity_x-loud_pitch_low_rate_fast.wav,26,4.0,4.2,4.6,2.0,3.0,4.2,3.4,3.8,3.4,8,87.72,9,F,x-loud,low,fast,1,1,1,0,0,1,0,1,0,0.3333095432410415,0.5222765694210667,0.9713898064607406,2.0,-0.335323522,0.5107645538142507,-0.003987281,0.1832350166961489,-0.214923957,328,2.087573696145125,141.69973133477484,66.06438080000557,258.6735026395255,8,8
285,296,11,7_M_intensity_medium_pitch_low_rate_fast.wav,27,4.0,3.6,4.0,2.0,2.6,4.0,3.0,3.2,3.4,7,104.64,9,M,medium,low,fast,1,1,1,0,0,1,0,0,0,0.3856453914876538,0.065821165,0.4481116705379079,2.0,-0.676790195,0.3842638066844798,-0.346835538,-0.36306715,-0.175481709,518,1.4083900226757369,84.90463469442089,65.08118043526194,383.4165190790533,7,7
286,297,12,1_F_intensity_medium_pitch_medium_rate_slow.wav,1,3.4,3.8,4.2,2.0,3.2,4.4,2.4,3.8,4.0,1,55.91,7,F,medium,medium,slow,0,1,1,0,0,1,0,1,1,0.1701671961524856,0.346681780855647,0.6509288624639903,2.0,-0.048485364,0.9448004532702438,-0.887259939,0.346681780855647,0.5105775462182308,657,3.184716553287982,154.62323741942853,68.55368744693104,131.8798684191789,1,1
287,298,12,1_M_intensity_x-soft_pitch_high_rate_medium.wav,2,3.2,3.4,3.6,2.6,3.4,4.2,2.6,4.0,3.6,1,55.91,7,M,x-soft,high,medium,0,0,1,0,0,1,0,1,1,-0.035147276,-0.075744145,0.2926442544023698,2.6,0.1013700915162975,0.8375472386535439,-0.660644346,0.4338174089379837,0.05281019,138,2.401043083900227,128.19147544577726,64.81634255632628,174.92397484086658,1,1
288,299,12,2_F_intensity_medium_pitch_high_rate_slow.wav,3,3.2,3.4,3.8,2.4,3.0,4.2,3.0,3.6,4.0,2,64.37,7,F,medium,high,slow,0,0,1,0,0,1,0,1,1,-0.123704395,-0.164301263,0.2380070759903134,2.4,-0.244295697,0.7489901203225736,-0.279637127,0.05281019,0.4338174089379837,739,3.027981859410431,189.93227958750344,65.73648481680361,178.33660341186516,2,2
289,300,12,2_M_intensity_x-soft_pitch_low_rate_slow.wav,4,3.4,4.0,3.8,2.8,3.4,4.0,2.6,3.8,3.8,2,64.37,7,M,x-soft,low,slow,0,1,1,0,0,1,0,1,1,0.1701671961524856,0.608638804,0.346681780855647,2.8,0.0268532827745384,0.5637932343816536,-0.835465741,0.346681780855647,0.2934660926922242,254,3.0802267573696147,92.10248202793612,61.74050165822504,175.31176843004167,2,2
290,301,12,3_F_intensity_x-soft_pitch_medium_rate_slow.wav,5,3.2,3.4,4.0,2.4,2.8,3.6,2.6,3.8,3.6,3,87.72,9,F,x-soft,medium,slow,0,0,1,0,0,1,0,1,1,-0.123704395,-0.241061401,0.4338174089379837,2.4,-0.461407151,0.08815162,-0.758705604,0.2167059554119771,0.05281019,105,3.654920634920635,151.25339291848118,59.80152938500701,147.7460262312169,3,3
291,302,12,3_M_intensity_x-loud_pitch_low_rate_fast.wav,6,3.4,4.0,4.0,2.4,3.2,4.0,3.2,3.4,3.6,3,87.72,9,M,x-loud,low,fast,0,1,1,0,0,1,0,0,1,0.01889025,0.5637932343816536,0.608638804,2.4,-0.038981225,0.6971959224077844,-0.021106967,-0.034325438,0.1295703273296404,502,2.2704308390022674,83.60541937891804,63.331942307166265,237.840321195294,3,3
292,303,12,4_F_intensity_medium_pitch_medium_rate_slow.wav,7,3.6,4.0,4.0,3.0,3.4,4.2,2.8,4.4,4.2,4,84.68,12,F,medium,medium,slow,1,1,1,0,0,1,0,1,1,0.3872786496784921,0.7150701804036597,0.4338174089379837,3.0,0.1781302287965445,0.914307376,-0.626724406,1.0428617111288272,0.8789659457662433,375,3.524308390022676,157.1602683384223,67.42143959506339,204.2954021953134,4,4
293,304,12,4_M_intensity_x-loud_pitch_low_rate_fast.wav,8,4.0,3.8,3.4,2.2,3.0,3.6,2.8,3.2,3.6,4,84.68,12,M,x-loud,low,fast,1,1,0,0,0,1,0,0,1,0.6618544922402368,0.4884545873500401,-0.040402715,2.2,-0.300938248,0.2181274456606106,-0.630151269,-0.328197029,-0.000405498,411,1.9830839002267573,86.27303061105508,70.61821525921611,363.0708715438974,4,4
294,305,12,5_F_intensity_x-soft_pitch_low_rate_slow.wav,9,3.4,3.6,3.8,2.0,2.8,3.8,3.0,3.8,3.6,5,84.68,12,F,x-soft,low,slow,0,1,1,0,0,1,0,1,1,0.01889025,0.2181274456606106,0.2167059554119771,2.0,-0.57126539,0.3820232110231944,-0.466255504,0.2934660926922242,0.1295703273296404,576,3.8377777777777777,121.65178617246151,58.90670281132487,187.6085697741749,5,5
295,306,12,5_M_intensity_medium_pitch_medium_rate_fast.wav,10,3.8,3.6,3.4,2.4,3.0,3.8,2.8,3.6,3.8,5,84.68,12,M,medium,medium,fast,1,1,0,0,0,1,0,1,1,0.2167059554119771,0.1413673083803636,-0.128959833,2.4,-0.430914073,0.2167059554119771,-0.594809839,-0.000405498,0.3679829014339833,218,2.244308390022676,98.07909795191884,62.47782152086706,320.8115262594216,5,5
296,307,12,6_F_intensity_medium_pitch_medium_rate_slow.wav,11,3.2,3.0,3.4,3.0,3.4,3.8,3.8,3.4,3.6,6,31.55,6,F,medium,medium,slow,0,0,0,0,0,1,1,0,1,-0.035147276,-0.586727189,-0.019101594,3.0,0.048154403,0.4565400197649535,0.3938201920739176,-0.022528457,0.2394285662389469,464,2.871247166,159.7175832353734,67.39717216877087,125.38105542480768,6,6
297,309,12,7_F_intensity_x-loud_pitch_low_rate_slow.wav,13,3.6,3.2,3.8,2.4,2.8,4.0,3.2,3.8,3.6,7,104.64,9,F,x-loud,low,slow,1,0,1,0,0,1,0,1,1,0.2573028242348224,-0.458172854,0.2167059554119771,2.4,-0.408191463,0.5850943549599898,-0.062525674,0.2167059554119771,0.05281019,20,2.5316553287981858,124.59570826234234,68.37312912980575,213.2991777582717,7,7
298,310,12,7_M_intensity_medium_pitch_medium_rate_slow.wav,14,3.6,3.8,4.2,2.4,3.0,4.2,2.8,4.0,4.2,7,104.64,9,M,medium,medium,slow,1,1,1,0,0,1,0,1,1,0.3872786496784921,0.346681780855647,0.7276889997442374,2.4,-0.265596818,0.8162461180752075,-0.630151269,0.5637932343816536,0.7276889997442374,527,2.348798185941043,101.6223309238429,65.94457509264235,229.90480971597384,7,7
299,311,12,8_F_intensity_x-soft_pitch_low_rate_slow.wav,15,3.4,3.6,4.0,2.6,2.6,4.0,2.6,3.6,3.8,8,87.72,9,F,x-soft,low,slow,0,1,1,0,0,1,0,1,1,-0.057869887,0.1508714479079767,0.4338174089379837,2.6,-0.776579862,0.5850943549599898,-0.92402286,0.05281019,0.2167059554119771,316,3.263083900226757,131.25030066321733,59.08490934825806,165.48762352156328,8,8
300,312,12,8_M_intensity_x-soft_pitch_low_rate_fast.wav,16,3.2,3.8,3.4,1.8,2.8,3.8,2.8,3.6,3.4,8,87.72,9,M,x-soft,low,fast,0,1,0,0,0,1,0,1,0,-0.274981341,0.2699216435754,-0.315578209,1.8,-0.461407151,0.2167059554119771,-0.594809839,-0.000405498,-0.164301263,687,2.061451247165533,142.59435740405084,56.77737157302276,261.95138048619515,8,8
301,313,12,9_F_intensity_x-soft_pitch_medium_rate_medium.wav,17,3.4,3.8,3.6,2.2,3.2,4.0,2.8,3.4,3.8,9,109.04,13,F,x-soft,medium,medium,0,1,1,0,0,1,0,0,1,0.072105938,0.346681780855647,-0.009909638,2.2,-0.048485364,0.5991346645492011,-0.630151269,-0.164301263,0.2167059554119771,616,2.845124716553288,159.2853891934109,58.36544871722078,274.1531840280545,9,9
302,314,12,9_M_intensity_x-soft_pitch_low_rate_fast.wav,18,3.4,4.2,3.6,2.6,2.8,3.2,2.8,3.6,3.2,9,109.04,13,M,x-soft,low,fast,0,1,1,0,0,0,0,1,0,-0.111085575,0.6509288624639903,-0.000405498,2.6,-0.648025527,-0.239639911,-0.648025527,-0.000405498,-0.328197029,48,2.1136961451247167,86.54697304,55.17928432888232,369.02182075653866,9,9
303,315,12,10_F_intensity_x-loud_pitch_high_rate_fast.wav,19,3.2,4.0,3.6,2.4,2.6,4.2,3.0,3.4,3.6,10,50.5,4,F,x-loud,high,fast,0,1,1,0,0,1,0,0,1,-0.198221203,0.5850943549599898,-0.000405498,2.4,-0.699819725,0.8257502576028205,-0.377698385,-0.164301263,-0.000405498,768,1.225532879818594,190.5498638660697,69.99020440513495,195.83317914369243,10,10
304,316,12,10_M_intensity_x-soft_pitch_medium_rate_medium.wav,20,4.0,4.2,4.4,2.2,3.2,4.4,2.6,4.0,4.2,10,50.5,4,M,x-soft,medium,medium,1,1,1,0,0,1,0,1,1,0.7150701804036597,0.7276889997442374,1.0428617111288272,2.2,0.049575894,1.0428617111288272,-0.678518604,0.5105775462182308,0.7276889997442374,163,1.3300226757369615,127.55852305202173,63.42749832928657,180.4480512837999,10,10
305,317,12,10_M_intensity_x-soft_pitch_low_rate_slow.wav,21,4.4,4.2,4.4,2.4,3.2,4.2,2.8,4.0,4.0,10,50.5,4,M,x-soft,low,slow,1,1,1,0,0,1,0,1,1,1.096077399,0.8257502576028205,0.9448004532702438,2.4,-0.048485364,0.7276889997442374,-0.594809839,0.5105775462182308,0.5637932343816536,167,1.6434920634920636,155.1649197789913,61.702602550285775,146.03051960594937,10,10
306,318,12,10_F_intensity_x-loud_pitch_low_rate_fast.wav,22,3.0,4.0,3.8,2.6,2.4,3.2,2.6,3.4,3.2,10,50.5,4,F,x-loud,low,fast,0,1,1,0,0,0,0,0,0,-0.492092794,0.5850943549599898,0.3147672132705604,2.6,-1.029032746,-0.292855599,-0.723364174,-0.164301263,-0.328197029,764,1.1994104308390023,124.08995695918824,68.74696717821844,200.09830982720155,10,10
307,319,12,9_M_intensity_x-soft_pitch_high_rate_slow.wav,23,3.6,3.8,4.2,2.8,3.2,4.4,3.0,4.2,3.8,9,109.04,13,M,x-soft,high,slow,1,1,1,0,0,1,0,1,1,0.2892173918199089,0.346681780855647,0.6296277418856541,2.8,0.014234463,1.1314188294597975,-0.430914073,0.7276889997442374,0.346681780855647,43,3.419818594104308,121.7824172359714,57.63624418681937,228.0822735289827,9,9
308,320,12,9_F_intensity_x-soft_pitch_low_rate_medium.wav,24,3.2,3.8,3.6,2.2,3.0,4.2,2.8,3.8,3.6,9,109.04,13,F,x-soft,low,medium,0,1,1,0,0,1,0,1,1,-0.145005515,0.2699216435754,-0.000405498,2.2,-0.300938248,0.7276889997442374,-0.594809839,0.2167059554119771,0.05281019,601,2.7667573696145125,128.1283314,57.08365496630423,281.91846837248187,9,9
309,321,12,8_M_intensity_x-soft_pitch_medium_rate_fast.wav,25,3.4,3.6,3.2,2.4,2.6,4.0,3.0,3.8,3.4,8,87.72,9,M,x-soft,medium,fast,0,1,0,0,0,1,0,1,0,-0.111085575,0.1413673083803636,-0.444132545,2.4,-0.776579862,0.4338174089379837,-0.413039815,0.2167059554119771,-0.164301263,689,2.009206349206349,104.45466091437166,58.095118422192456,268.76283773107923,8,8
310,322,12,7_M_intensity_medium_pitch_low_rate_slow.wav,26,4.0,3.8,4.4,2.2,3.2,4.0,3.0,4.2,3.8,7,104.64,9,M,medium,low,slow,1,1,1,0,0,1,0,1,1,0.7682858685670826,0.346681780855647,1.0428617111288272,2.2,0.102791581764931,0.7504116105712071,-0.20287699,0.7276889997442374,0.346681780855647,522,2.401043083900227,84.70760553518573,64.51894239308542,224.9022533668285,7,7
311,323,12,7_F_intensity_x-loud_pitch_high_rate_medium.wav,27,3.6,4.0,4.0,2.2,3.2,4.2,2.2,4.0,4.0,7,104.64,9,F,x-loud,high,medium,1,1,1,0,0,1,0,1,1,0.3872786496784921,0.5637932343816536,0.5991346645492011,2.2,-0.048485364,0.7276889997442374,-1.104371393,0.5637932343816536,0.5105775462182308,21,2.061451247165533,193.96278390251348,70.05687595834023,261.95138048619515,7,7
312,324,13,1_F_intensity_medium_pitch_low_rate_fast.wav,1,3.6,3.0,3.2,3.0,3.4,4.2,2.6,2.8,3.8,1,55.91,7,F,medium,low,fast,1,0,0,0,0,1,0,0,1,0.3474478627501721,-0.258517463,0.0112701638300881,3.0,0.1002340361738514,0.8368475586044092,-0.740367763,-0.347481335,0.4714391890779718,656,1.9830839002267573,125.69284607179452,67.60760299692672,211.79134173394016,1,1
313,325,13,1_M_intensity_x-soft_pitch_medium_rate_medium.wav,2,3.4,3.2,3.6,2.6,3.6,4.2,2.4,3.6,4.2,1,55.91,7,M,x-soft,medium,medium,0,0,1,0,1,1,0,1,1,0.048429565,-0.040785824,0.4020888754990467,2.6,0.2534560331080046,0.8790349175047352,-0.903709906,0.3502844047572053,0.8917400885759958,136,2.401043083900227,101.97344476211732,64.92234086174008,174.92397484086658,1,1
314,326,13,2_F_intensity_medium_pitch_high_rate_medium.wav,3,3.4,4.0,3.0,3.0,3.8,3.2,3.2,3.4,3.4,2,64.37,7,F,medium,high,medium,0,1,0,0,1,0,0,0,0,0.1421698778514654,0.709035904,-0.329683975,3.0,0.5006698596843252,-0.075813278,-0.196075537,0.1647436779869533,0.2066795196645673,744,2.453287982,190.3485436277152,66.12987790709755,220.1127645808301,2,2
315,327,13,2_M_intensity_x-soft_pitch_medium_rate_fast.wav,4,3.6,3.6,3.4,3.0,3.4,3.2,3.2,3.6,2.8,2,64.37,7,M,x-soft,medium,fast,1,1,0,0,0,0,0,1,0,0.3893837044277861,0.2242253625016511,0.035724394,3.0,0.070751848,-0.011303636,-0.156976237,0.2534560331080046,-0.347481335,259,1.852471655328798,103.10762669133246,63.66492861263864,291.5024359194066,2,2
316,328,13,3_F_intensity_x-soft_pitch_high_rate_medium.wav,5,3.4,3.2,2.8,3.0,3.2,3.0,3.4,3.2,2.8,3,87.72,9,F,x-soft,high,medium,0,0,0,0,0,0,0,0,0,0.1939743485933068,-0.12440599,-0.56728069,3.0,-0.082470149,-0.219418163,-0.000666181,-0.072853037,-0.347481335,95,3.0541043083900226,188.9024201337431,59.350514945336855,176.81124987006817,3,3
317,329,13,3_M_intensity_x-loud_pitch_low_rate_medium.wav,6,3.8,3.4,4.2,2.6,3.0,3.6,3.0,3.6,3.2,3,87.72,9,M,x-loud,low,medium,1,0,1,0,0,1,0,1,0,0.6365975310041068,0.080620477,0.9854804009954512,2.6,-0.320066863,0.4605502167117537,-0.26851391,0.2115201914303905,0.001401535,504,2.8190022675736963,90.54338092452834,64.01355081832631,191.5571357325568,3,3
318,330,13,4_F_intensity_x-loud_pitch_medium_rate_fast.wav,7,3.2,3.0,3.2,2.6,2.8,3.4,3.4,3.2,3.0,4,84.68,12,F,x-loud,medium,fast,0,0,0,0,0,0,0,0,0,-0.14697979,-0.184139192,-0.231102991,2.6,-0.56728069,0.1841057195290795,0.038433119,-0.137362679,-0.16477715,369,2.244308390022676,157.40953061642438,72.23859267773807,320.8115262594216,4,4
319,331,13,4_M_intensity_x-loud_pitch_low_rate_medium.wav,8,3.0,3.2,3.6,2.6,3.0,3.4,3.2,3.4,2.6,4,84.68,12,M,x-loud,low,medium,0,0,1,0,0,0,0,0,0,-0.300453305,-0.17929852,0.3601530338214326,2.6,-0.371871334,0.171400548,-0.247880008,0.0580466772735253,-0.607400333,405,2.4794104308390024,85.62877860978165,70.02773881502016,290.39161529878726,4,4
320,332,13,5_F_intensity_medium_pitch_medium_rate_medium.wav,9,3.6,2.8,3.6,2.8,3.8,4.2,2.6,3.2,4.0,5,84.68,12,F,medium,medium,medium,1,0,1,0,1,1,0,0,1,0.2956433920083307,-0.483409007,0.3502844047572053,2.8,0.4910527478428099,0.7754259760210525,-0.575460938,-0.082721666,0.6445262619996752,586,3.1063492063492064,152.6382954650748,64.20094062044785,231.78334184977004,5,5
321,333,13,5_M_intensity_medium_pitch_low_rate_slow.wav,10,3.2,3.4,2.8,2.2,3.2,3.8,2.6,2.4,3.2,5,84.68,12,M,medium,low,slow,0,0,0,0,0,1,0,0,0,-0.053239478,0.1225563190866272,-0.508819349,2.2,0.0112701638300881,0.3942243761936092,-0.740367763,-0.738300047,-0.231102991,209,3.811655328798186,90.52833477583826,63.195890138525286,188.8943091365545,5,5
322,334,13,6_F_intensity_x-loud_pitch_medium_rate_medium.wav,11,3.2,2.8,4.0,2.8,3.6,3.2,2.8,3.0,3.2,6,31.55,6,F,x-loud,medium,medium,0,0,1,0,1,0,0,0,0,-0.053239478,-0.609216532,0.7382665744191306,2.8,0.3083485630795912,0.040500834,-0.680886078,-0.371871334,0.0306322053722143,447,2.3226757369614512,159.5525141,71.69210325009938,154.99365420287026,6,6
